Datetime,Ta,Tg,Twb,MRT,RH,V,WBGT,ET
2025-02-11 13:23:27,25.1,25.2,25.2,25.2,64.36,0.03,25.2,26.06
2025-02-11 13:24:27,25.1,25.1,25.2,25.1,64.36,0.08,25.17,26.06
2025-02-11 13:25:27,25.1,25.2,25.2,25.3,64.36,0.1,25.2,26.06
2025-02-11 13:26:27,25.1,25.2,25.2,25.2,64.36,0.06,25.2,25.96
2025-02-11 13:27:27,25.0,25.2,25.2,25.3,64.74,0.04,25.2,25.96
2025-02-11 13:28:27,25.0,25.1,25.1,25.1,64.74,0.05,25.1,25.96
2025-02-11 13:29:27,25.0,25.1,25.2,25.1,64.74,0.06,25.17,25.96
2025-02-11 13:30:27,25.1,25.1,25.2,25.1,64.36,0.07,25.17,25.96
2025-02-11 13:31:27,25.1,25.1,25.2,25.1,64.36,0.09,25.17,25.96
2025-02-11 13:32:27,25.1,25.2,25.2,25.2,64.36,0.04,25.2,25.96
2025-02-11 13:33:27,25.1,25.2,25.2,25.3,64.36,0.12,25.2,25.96
2025-02-11 13:34:27,25.1,25.2,25.2,25.2,64.36,0.0,25.2,25.96
2025-02-11 13:35:27,25.1,25.2,25.2,25.3,64.36,0.1,25.2,25.96
2025-02-11 13:36:27,25.1,25.1,25.1,25.1,64.36,0.06,25.1,25.96
2025-02-11 13:37:27,25.1,25.1,25.1,25.1,64.76,0.08,25.1,25.99
2025-02-11 13:38:27,25.1,25.1,25.2,25.1,64.76,0.09,25.17,25.99
2025-02-11 13:39:27,25.1,25.1,25.2,25.1,64.76,0.05,25.17,25.99
2025-02-11 13:40:27,25.0,25.1,25.2,25.2,64.74,0.11,25.17,25.96
2025-02-11 13:41:27,25.0,25.1,25.2,25.2,64.74,0.12,25.17,25.96
2025-02-11 13:42:27,25.1,25.1,25.1,25.1,64.36,0.0,25.1,25.96
2025-02-11 13:43:27,25.1,25.1,25.2,25.1,63.95,0.04,25.17,25.94
2025-02-11 13:44:27,25.1,25.1,25.2,25.1,63.95,0.07,25.17,25.94
2025-02-11 13:45:27,25.1,25.1,25.2,25.1,63.95,0.0,25.17,25.94
2025-02-11 13:46:27,25.1,25.1,25.2,25.1,63.95,0.1,25.17,25.94
2025-02-11 13:47:27,25.1,25.1,25.1,25.1,63.95,0.1,25.1,25.94
2025-02-11 13:48:27,25.1,25.1,25.2,25.1,63.95,0.12,25.17,25.94
2025-02-11 13:49:27,25.1,25.1,25.1,25.1,63.95,0.04,25.1,25.94
2025-02-11 13:50:27,25.1,25.1,25.2,25.1,63.95,0.19,25.17,25.94
2025-02-11 13:51:27,25.1,25.1,25.2,25.1,63.95,0.03,25.17,25.94
2025-02-11 13:52:27,25.1,25.1,25.2,25.1,63.95,0.04,25.17,25.94
2025-02-11 13:53:27,25.1,25.1,25.2,25.1,63.95,0.15,25.17,25.94
2025-02-11 13:54:27,25.1,25.1,25.2,25.1,63.95,0.06,25.17,25.94
2025-02-11 13:55:27,25.1,25.1,25.2,25.1,65.17,0.02,25.17,26.01
2025-02-11 13:56:27,25.1,25.1,25.1,25.1,65.17,0.0,25.1,26.1
2025-02-11 13:57:27,25.1,25.1,25.2,25.1,65.17,0.08,25.17,26.1
2025-02-11 13:58:27,25.0,25.1,25.2,25.1,64.74,0.07,25.17,25.96
2025-02-11 13:59:27,25.1,25.1,25.1,25.1,64.36,0.11,25.1,25.96
2025-02-11 14:00:27,25.1,25.1,25.2,25.1,64.36,0.09,25.17,25.96
2025-02-11 14:01:27,25.3,25.1,25.2,24.9,64.81,0.16,25.17,26.12
2025-02-11 14:02:27,25.2,25.2,25.2,25.2,65.19,0.11,25.2,26.12
2025-02-11 14:03:27,25.2,25.2,25.2,25.2,65.19,0.17,25.2,26.12
2025-02-11 14:04:27,25.2,25.1,25.2,25.0,65.19,0.11,25.17,26.12
2025-02-11 14:05:27,25.2,25.2,25.2,25.2,65.19,0.14,25.2,26.12
2025-02-11 14:06:27,25.1,25.2,25.2,25.3,65.58,0.15,25.2,26.12
2025-02-11 14:07:27,25.1,25.2,25.2,25.3,66.41,0.21,25.2,26.17
2025-02-11 14:08:27,25.1,25.2,25.2,25.3,66.41,0.14,25.2,26.17
2025-02-11 14:09:27,25.2,25.2,25.2,25.2,66.02,0.2,25.2,26.17
2025-02-11 14:10:27,25.1,25.2,25.2,25.3,66.0,0.15,25.2,26.14
2025-02-11 14:11:27,25.1,25.1,25.2,25.1,66.0,0.09,25.17,26.14
2025-02-11 14:12:27,25.1,25.1,25.2,25.1,66.0,0.0,25.17,26.14
2025-02-11 14:13:27,25.1,25.2,25.2,25.3,66.83,0.16,25.2,26.19
2025-02-11 14:14:27,25.1,25.2,25.2,25.2,66.83,0.07,25.2,26.19
2025-02-11 14:15:27,25.2,25.2,25.2,25.2,66.43,0.07,25.2,26.19
2025-02-11 14:16:27,25.2,25.2,25.2,25.2,66.02,0.18,25.2,26.17
2025-02-11 14:17:27,25.1,25.2,25.2,25.3,66.41,0.1,25.2,26.17
2025-02-11 14:18:27,25.2,25.1,25.2,25.1,66.02,0.0,25.17,26.17
2025-02-11 14:19:27,25.3,25.2,25.2,25.2,66.45,0.04,25.2,26.21
2025-02-11 14:20:27,25.1,25.2,25.2,25.3,67.25,0.15,25.2,26.21
2025-02-11 14:21:27,25.2,25.2,25.2,25.2,66.85,0.11,25.2,26.21
2025-02-11 14:22:27,25.2,25.2,25.2,25.2,66.43,0.11,25.2,26.19
2025-02-11 14:23:27,25.1,25.1,25.2,25.1,66.83,0.09,25.17,26.19
2025-02-11 14:24:27,25.0,25.1,25.2,25.2,67.23,0.13,25.17,26.1
2025-02-11 14:25:27,25.1,25.1,25.1,25.1,68.09,0.18,25.1,26.17
2025-02-11 14:26:27,25.0,25.2,25.2,25.3,68.5,0.03,25.2,26.17
2025-02-11 14:27:27,25.1,25.2,25.2,25.3,68.09,0.22,25.2,26.16
2025-02-11 14:28:27,25.0,25.1,25.2,25.2,67.65,0.1,25.17,26.12
2025-02-11 14:29:27,25.0,25.1,25.2,25.2,67.65,0.14,25.17,26.12
2025-02-11 14:30:27,25.0,25.1,25.2,25.2,67.65,0.13,25.17,26.12
2025-02-11 14:31:27,25.0,25.1,25.1,25.2,68.07,0.22,25.1,26.14
2025-02-11 14:32:27,25.0,25.0,25.1,25.0,68.07,0.11,25.07,26.15
2025-02-11 14:33:27,25.0,25.1,25.1,25.2,68.07,0.18,25.1,26.15
2025-02-11 14:34:27,25.0,25.1,25.2,25.1,68.07,0.07,25.17,26.15
2025-02-11 14:35:27,25.0,25.1,25.1,25.2,68.07,0.21,25.1,26.05
2025-02-11 14:36:27,25.0,25.1,25.1,25.2,68.07,0.1,25.1,26.05
2025-02-11 14:37:27,25.0,25.0,25.1,25.0,68.5,0.11,25.07,26.17
2025-02-11 14:38:27,25.0,25.1,25.1,25.2,68.5,0.2,25.1,26.17
2025-02-11 14:39:27,25.0,25.1,25.1,25.2,68.5,0.15,25.1,26.17
2025-02-11 14:40:27,25.0,25.0,25.1,25.0,67.65,0.04,25.07,26.03
2025-02-11 14:41:27,25.0,25.0,25.1,25.0,67.65,0.0,25.07,26.03
2025-02-11 14:42:27,25.0,25.1,25.1,25.2,67.65,0.27,25.1,25.99
2025-02-11 14:43:27,25.0,25.1,25.1,25.2,68.5,0.14,25.1,26.08
2025-02-11 14:44:27,25.0,25.1,25.1,25.1,68.5,0.06,25.1,26.08
2025-02-11 14:45:27,25.0,25.1,25.1,25.2,68.5,0.12,25.1,26.08
2025-02-11 14:46:27,25.0,25.1,25.1,25.2,68.07,0.14,25.1,26.05
2025-02-11 14:47:27,25.0,25.1,25.1,25.1,68.07,0.07,25.1,26.05
2025-02-11 14:48:27,25.0,25.1,25.1,25.2,68.07,0.26,25.1,26.02
2025-02-11 14:49:27,24.9,25.1,25.1,25.3,68.48,0.16,25.1,26.05
2025-02-11 14:50:27,25.0,25.0,25.1,25.0,68.07,0.2,25.07,26.05
2025-02-11 14:51:27,25.0,25.1,25.1,25.2,68.07,0.16,25.1,26.05
2025-02-11 14:52:27,25.0,25.1,25.1,25.2,68.5,0.09,25.1,26.17
2025-02-11 14:53:27,25.0,25.1,25.1,25.2,68.5,0.08,25.1,26.08
2025-02-11 14:54:27,25.0,25.0,25.1,25.0,68.5,0.06,25.07,26.08
2025-02-11 14:55:27,25.0,25.1,25.1,25.2,68.07,0.16,25.1,26.05
2025-02-11 14:56:27,25.0,25.0,25.1,25.0,68.07,0.13,25.07,26.05
2025-02-11 14:57:27,25.0,25.1,25.1,25.2,68.07,0.12,25.1,26.05
2025-02-11 14:58:27,25.0,25.1,25.1,25.1,69.36,0.04,25.1,26.12
2025-02-11 14:59:27,25.0,25.1,25.1,25.1,69.36,0.06,25.1,26.22
2025-02-11 15:00:27,25.0,25.0,25.0,25.0,69.36,0.11,25.0,26.12
2025-02-11 15:01:27,25.0,25.0,25.0,25.0,68.93,0.24,25.0,25.98
2025-02-11 15:02:27,25.0,25.1,25.1,25.2,68.93,0.14,25.1,26.1
2025-02-11 15:03:27,25.0,25.1,25.1,25.1,68.93,0.07,25.1,26.1
2025-02-11 15:04:27,25.0,25.1,25.1,25.2,68.5,0.11,25.1,26.17
2025-02-11 15:05:27,25.0,25.1,25.1,25.2,68.5,0.09,25.1,26.08
2025-02-11 15:06:27,25.0,25.1,25.1,25.2,68.5,0.1,25.1,26.08
2025-02-11 15:07:27,25.0,25.1,25.1,25.2,68.5,0.17,25.1,26.08
2025-02-11 15:08:27,25.0,25.0,25.0,25.0,68.5,0.15,25.0,26.08
2025-02-11 15:09:27,24.9,25.0,25.1,25.1,68.91,0.14,25.07,26.08
2025-02-11 15:10:27,25.0,25.0,25.1,25.0,68.93,0.13,25.07,26.1
2025-02-11 15:11:27,25.0,25.1,25.1,25.2,68.93,0.08,25.1,26.1
2025-02-11 15:12:27,25.0,25.0,25.0,25.0,68.93,0.08,25.0,26.1
2025-02-11 15:13:27,25.1,25.1,25.1,25.1,67.67,0.09,25.1,26.05
2025-02-11 15:14:27,25.0,25.0,25.0,25.0,68.07,0.07,25.0,25.96
2025-02-11 15:15:27,25.0,25.0,25.1,25.0,68.07,0.11,25.07,26.05
2025-02-11 15:16:27,25.0,25.0,25.0,25.0,68.5,0.23,25.0,26.06
2025-02-11 15:17:27,25.0,25.0,25.1,25.0,68.5,0.3,25.07,26.01
2025-02-11 15:18:27,25.0,25.0,25.1,25.0,68.5,0.13,25.07,26.08
2025-02-11 15:19:27,24.9,25.0,25.1,25.1,68.05,0.23,25.07,26.01
2025-02-11 15:20:27,25.0,25.0,25.1,25.0,67.65,0.11,25.07,26.03
2025-02-11 15:21:27,24.9,25.0,25.0,25.1,68.05,0.12,25.0,26.03
2025-02-11 15:22:27,24.9,25.0,25.0,25.1,69.34,0.13,25.0,26.01
2025-02-11 15:23:27,24.9,25.0,25.0,25.0,69.34,0.0,25.0,26.01
2025-02-11 15:24:27,25.0,25.0,25.0,25.0,68.93,0.12,25.0,26.1
2025-02-11 15:25:27,25.0,25.0,25.0,25.0,68.07,0.06,25.0,25.96
2025-02-11 15:26:27,24.9,25.0,25.1,25.0,68.48,0.02,25.07,26.05
2025-02-11 15:27:27,24.9,25.0,25.1,25.1,68.48,0.24,25.07,26.03
2025-02-11 15:28:27,24.9,25.0,25.0,25.0,68.91,0.03,25.0,26.08
2025-02-11 15:29:27,25.0,25.0,25.0,25.0,68.5,0.02,25.0,25.98
2025-02-11 15:30:27,25.1,25.0,25.0,25.0,68.09,0.06,25.0,26.08
2025-02-11 15:31:27,25.1,25.0,25.0,25.0,66.83,0.06,25.0,26.0
2025-02-11 15:32:27,25.1,25.0,25.1,24.9,66.83,0.12,25.07,26.0
2025-02-11 15:33:27,25.1,25.0,25.0,25.0,66.83,0.07,25.0,26.0
2025-02-11 15:34:27,25.0,25.1,25.1,25.1,66.81,0.0,25.1,25.98
2025-02-11 15:35:27,25.1,25.0,25.1,25.0,66.41,0.0,25.07,25.98
2025-02-11 15:36:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,25.98
2025-02-11 15:37:27,25.1,25.1,25.1,25.1,66.41,0.03,25.1,26.08
2025-02-11 15:38:27,25.1,25.1,25.1,25.1,66.41,0.05,25.1,25.98
2025-02-11 15:39:27,25.1,25.1,25.1,25.1,66.41,0.04,25.1,25.98
2025-02-11 15:40:27,25.1,25.1,25.1,25.1,66.0,0.03,25.1,25.96
2025-02-11 15:41:27,25.1,25.1,25.1,25.1,66.0,0.02,25.1,25.96
2025-02-11 15:42:27,25.1,25.0,25.1,25.0,66.0,0.04,25.07,26.05
2025-02-11 15:43:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 15:44:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 15:45:27,25.1,25.1,25.1,25.1,66.41,0.01,25.1,26.08
2025-02-11 15:46:27,25.2,25.1,25.1,25.1,65.19,0.02,25.1,26.03
2025-02-11 15:47:27,25.1,25.1,25.1,25.1,65.58,0.0,25.1,26.03
2025-02-11 15:48:27,25.2,25.1,25.1,25.1,65.19,0.0,25.1,26.03
2025-02-11 15:49:27,25.2,25.1,25.2,25.1,66.02,0.02,25.17,26.08
2025-02-11 15:50:27,25.2,25.1,25.2,25.1,66.02,0.0,25.17,26.08
2025-02-11 15:51:27,25.2,25.1,25.2,25.1,66.02,0.0,25.17,26.08
2025-02-11 15:52:27,25.2,25.2,25.2,25.2,65.19,0.11,25.2,26.03
2025-02-11 15:53:27,25.1,25.1,25.1,25.1,65.58,0.0,25.1,26.03
2025-02-11 15:54:27,25.1,25.1,25.2,25.1,65.58,0.0,25.17,26.03
2025-02-11 15:55:27,25.1,25.1,25.2,25.1,66.41,0.02,25.17,26.08
2025-02-11 15:56:27,25.2,25.1,25.2,25.1,66.02,0.0,25.17,26.08
2025-02-11 15:57:27,25.1,25.1,25.2,25.1,66.41,0.03,25.17,26.08
2025-02-11 15:58:27,25.1,25.1,25.2,25.1,66.0,0.06,25.17,26.05
2025-02-11 15:59:27,25.1,25.1,25.2,25.1,66.0,0.0,25.17,26.05
2025-02-11 16:00:27,25.1,25.1,25.2,25.1,66.0,0.0,25.17,26.05
2025-02-11 16:01:27,25.1,25.1,25.2,25.1,66.41,0.0,25.17,26.08
2025-02-11 16:02:27,25.1,25.1,25.2,25.1,66.41,0.0,25.17,26.08
2025-02-11 16:03:27,25.1,25.1,25.2,25.1,66.41,0.01,25.17,26.08
2025-02-11 16:04:27,25.1,25.1,25.2,25.1,66.0,0.15,25.17,26.05
2025-02-11 16:05:27,25.1,25.1,25.2,25.1,66.0,0.0,25.17,26.05
2025-02-11 16:06:27,25.1,25.1,25.2,25.1,66.0,0.0,25.17,26.05
2025-02-11 16:07:27,25.1,25.1,25.2,25.1,66.41,0.0,25.17,26.08
2025-02-11 16:08:27,25.1,25.1,25.2,25.1,66.41,0.06,25.17,26.08
2025-02-11 16:09:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 16:10:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 16:11:27,25.1,25.1,25.2,25.1,66.41,0.0,25.17,26.08
2025-02-11 16:12:27,25.1,25.1,25.1,25.1,66.41,0.08,25.1,26.08
2025-02-11 16:13:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 16:14:27,25.1,25.1,25.2,25.1,66.41,0.0,25.17,26.08
2025-02-11 16:15:27,25.1,25.1,25.1,25.1,66.41,0.02,25.1,26.08
2025-02-11 16:16:27,25.1,25.1,25.2,25.1,66.41,0.0,25.17,26.08
2025-02-11 16:17:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 16:18:27,25.1,25.1,25.2,25.1,66.41,0.0,25.17,26.08
2025-02-11 16:19:27,25.0,25.1,25.2,25.1,67.23,0.05,25.17,26.1
2025-02-11 16:20:27,25.1,25.1,25.1,25.1,66.83,0.0,25.1,26.1
2025-02-11 16:21:27,25.1,25.1,25.1,25.1,66.83,0.0,25.1,26.1
2025-02-11 16:22:27,25.0,25.1,25.1,25.1,67.23,0.0,25.1,26.1
2025-02-11 16:23:27,25.1,25.1,25.1,25.1,66.83,0.0,25.1,26.1
2025-02-11 16:24:27,25.1,25.1,25.2,25.1,66.83,0.0,25.17,26.1
2025-02-11 16:25:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 16:26:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 16:27:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 16:28:27,25.1,25.1,25.1,25.1,66.83,0.0,25.1,26.1
2025-02-11 16:29:27,25.1,25.1,25.1,25.1,66.83,0.04,25.1,26.1
2025-02-11 16:30:27,25.1,25.1,25.1,25.1,66.83,0.0,25.1,26.1
2025-02-11 16:31:27,25.1,25.1,25.1,25.1,66.41,0.05,25.1,26.08
2025-02-11 16:32:27,25.1,25.1,25.2,25.1,66.41,0.0,25.17,26.08
2025-02-11 16:33:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 16:34:27,25.1,25.0,25.1,25.0,66.83,0.0,25.07,26.1
2025-02-11 16:35:27,25.1,25.1,25.1,25.1,66.83,0.01,25.1,26.1
2025-02-11 16:36:27,25.1,25.0,25.1,25.0,66.83,0.0,25.07,26.0
2025-02-11 16:37:27,25.0,25.1,25.1,25.1,66.81,0.04,25.1,25.98
2025-02-11 16:38:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,25.98
2025-02-11 16:39:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,26.08
2025-02-11 16:40:27,25.0,25.1,25.1,25.1,67.23,0.0,25.1,26.1
2025-02-11 16:41:27,25.1,25.1,25.1,25.1,66.83,0.0,25.1,26.1
2025-02-11 16:42:27,25.1,25.1,25.1,25.1,66.83,0.0,25.1,26.0
2025-02-11 16:43:27,25.1,25.1,25.1,25.1,66.41,0.0,25.1,25.98
2025-02-11 16:44:27,25.0,25.0,25.1,25.0,66.81,0.0,25.07,25.98
2025-02-11 16:45:27,25.0,25.0,25.1,25.0,66.81,0.0,25.07,25.98
2025-02-11 16:46:27,25.1,25.1,25.1,25.1,67.25,0.0,25.1,26.03
2025-02-11 16:47:27,25.1,25.1,25.1,25.1,67.25,0.02,25.1,26.03
2025-02-11 16:48:27,25.1,25.0,25.1,24.9,67.25,0.08,25.07,26.03
2025-02-11 16:49:27,25.0,25.1,25.1,25.1,66.39,0.0,25.1,25.96
2025-02-11 16:50:27,25.0,25.1,25.1,25.1,66.39,0.04,25.1,25.96
2025-02-11 16:51:27,25.0,25.0,25.1,25.0,66.39,0.0,25.07,25.87
2025-02-11 16:52:27,25.0,25.0,25.1,25.0,66.81,0.0,25.07,25.98
2025-02-11 16:53:27,25.0,25.0,25.1,25.0,66.81,0.0,25.07,25.98
2025-02-11 16:54:27,25.0,25.0,25.1,25.0,66.81,0.04,25.07,25.98
2025-02-11 16:55:27,24.9,25.0,25.1,25.0,66.37,0.0,25.07,25.94
2025-02-11 16:56:27,25.0,25.1,25.1,25.1,65.98,0.01,25.1,25.94
2025-02-11 16:57:27,25.0,25.0,25.1,25.0,65.98,0.0,25.07,25.94
2025-02-11 16:58:27,25.0,25.0,25.1,25.0,66.39,0.0,25.07,25.96
2025-02-11 16:59:27,25.0,25.1,25.1,25.1,66.39,0.0,25.1,25.96
2025-02-11 17:00:27,25.0,25.0,25.1,25.0,66.39,0.07,25.07,25.87
2025-02-11 17:01:27,25.0,25.0,25.1,25.0,65.98,0.01,25.07,25.94
2025-02-11 17:02:27,25.0,25.0,25.1,25.0,65.98,0.0,25.07,25.94
2025-02-11 17:03:27,25.0,25.0,25.0,25.0,65.98,0.03,25.0,25.84
2025-02-11 17:04:27,25.0,25.0,25.1,25.0,65.98,0.0,25.07,25.94
2025-02-11 17:05:27,25.0,25.0,25.1,25.0,65.98,0.0,25.07,25.94
2025-02-11 17:06:27,25.0,25.0,25.1,25.0,65.98,0.02,25.07,25.94
2025-02-11 17:07:27,25.0,25.0,25.1,25.0,65.56,0.0,25.07,25.91
2025-02-11 17:08:27,25.0,25.0,25.0,25.0,65.56,0.0,25.0,25.82
2025-02-11 17:09:27,25.0,25.0,25.1,25.0,65.56,0.06,25.07,25.91
2025-02-11 17:10:27,25.0,25.0,25.1,25.0,65.56,0.01,25.07,25.91
2025-02-11 17:11:27,25.0,25.0,25.1,25.0,65.56,0.0,25.07,25.82
2025-02-11 17:12:27,25.0,25.0,25.0,25.0,65.56,0.0,25.0,25.82
2025-02-11 17:13:27,25.0,25.0,25.1,25.0,64.74,0.0,25.07,25.78
2025-02-11 17:14:27,25.0,25.0,25.1,25.0,64.74,0.0,25.07,25.78
2025-02-11 17:15:27,25.0,25.0,25.0,25.0,64.74,0.0,25.0,25.68
2025-02-11 17:16:27,25.0,25.0,25.1,25.0,64.74,0.0,25.07,25.78
2025-02-11 17:17:27,25.0,24.9,25.0,24.9,64.74,0.0,24.97,25.78
2025-02-11 17:18:27,25.0,25.0,25.1,25.0,64.74,0.0,25.07,25.78
2025-02-11 17:19:27,24.9,25.0,25.1,25.0,64.31,0.0,25.07,25.74
2025-02-11 17:20:27,25.0,25.0,25.1,25.0,63.93,0.0,25.07,25.74
2025-02-11 17:21:27,25.0,24.9,25.0,24.9,63.93,0.0,24.97,25.74
2025-02-11 17:22:27,25.0,25.0,25.0,25.0,63.93,0.05,25.0,25.74
2025-02-11 17:23:27,25.0,25.0,25.1,25.0,63.93,0.0,25.07,25.74
2025-02-11 17:24:27,25.0,24.9,25.0,24.9,63.93,0.0,24.97,25.74
2025-02-11 17:25:27,25.0,24.9,25.0,24.9,63.13,0.0,24.97,25.69
2025-02-11 17:26:27,25.0,25.0,25.0,25.0,63.13,0.0,25.0,25.69
2025-02-11 17:27:27,25.0,24.9,25.0,24.9,63.13,0.0,24.97,25.69
2025-02-11 17:28:27,25.0,25.0,25.1,25.0,63.53,0.0,25.07,25.72
2025-02-11 17:29:27,24.9,25.0,25.0,25.0,63.91,0.0,25.0,25.72
2025-02-11 17:30:27,25.0,25.0,25.0,25.0,63.53,0.0,25.0,25.72
2025-02-11 17:31:27,25.0,25.0,25.0,25.0,62.73,0.02,25.0,25.67
